Field,Our Data,Annotated Data,Similarity
location,"['kutubpur', 'bhatipara village', 'muradpur', 'babangaon', 'derai', 'haldiura', 'taleratan', 'patharia village', 'dirai upazila', 'gachia village', 'bharhatta', 'netrokona', 'tajpur', 'shamsuddoha', 'awami']",<hotel in indonesia's sulawesi island>,26
location,"['boilgram', 'rajoir', 'pirojpur']",<coalmine in southwestern baluchistan province>,26
location,['hajirhat'],<a station in the turkish capital ankara>,25
location,"['india', 'mp']","<(salt lake city suburb of south jordan, california freeway)>",33
location,['jatrabari'],<china's yangtze river>,31
location,"['kulaura', 'afghanistan', 'england']",<alutila area of the sadar upazila>; <khagrachhari>; <khagrachhari>,30
location,['karwanbazar'],<dhaka-mymensingh highway in bhabanipur area>; <dhaka>; <gazipur>,33
location,['safipur'],<turag river in ashulia>; <savar>; <savar>,27
location,"['dangri', 'sribardi', 'turan']",<steel and rod factory in madanpur area>; <bandar>; <dhaka>; <narayanganj>; <bandar>,35
location,"['bahirchar', 'bheramara', 'kushtia']",<workshop of bangladesh railways in pahartoli area>; <chattogram>; <chattogram>,33
location,['jagannathdighi'],<rohingya camp in chakmarkul area>; <teknaf>; <teknaf>,22
location,"['sitakunda', 'dinajpur', 'chattogram']",<sirajganj and sunamganj>; <sirajganj sadar>; <dhaka>; <pabna>; <sirajganj sadar>,29
location,"['maktapur', 'nazirpur', 'chandina']",<pond at walia village in lalpur upazila>; <lalpur>; <rajshahi>; <natore>; <lalpur>,39
location,"['gazaria', 'narayanganj']",<dhaka>; <bangladesh>; <dhaka>; <dinajpur>,27
location,"['chithulia', 'bogura']","<gazipur>; <dhaka-tangail highway>; <gazipur>; dhaka; (gazipur,tangail,dhaka); (kaliakair,kalia)",26
location,"['palpara', 'wasi', 'brahmanpara']",<uganda>,38
location,"['shibchar', 'bhanga', 'dotara']","<ruposhi fountain baro kamaldaha>; <mirasarai>; chattogram; (chattogram,natore); sitakunda",34
location,['dulal chandra'],"<jamuna river in sariakandi>; <sariakandi>; (jamalpur,bogura); (sariakandi,madarganj)",35
location,"['kalyanpur', 'rajbari', 'goalanda', 'faridpur', 'alipur']",<cairo street in front of egypt's main cancer hospital>,16
location,"['hajiganj', 'md.', 'belashwar', 'chandina', 'cumilla']",<igugwa village in sikonge district>,33
location,"['chandina upazila’s', 'nuritala', 'dubai', 'rakib hossain', 'mannan', 'hafsa', 'takia', 'parvez']","<dhaka>; (dhaka,rangpur); (rangpur,thakurgaon,dhaka); (baliadangi,anwara)",31
location,"['cumilla', 'forkan', 'pirojpur']","<chattogram shipbreaking yard>; <sitakuda>; chattogram; (pirojpur,chattogram,kurigram)",33
location,['khulna-mawa'],<nawgoda village>; <nangalkot>; cumilla; nangalkot,30
location,"['nowdapara', 'bhugruil', 'kukhondi', 'shahmokhdum']","<dhaleswari river>; (chandpur,cumilla,munshiganj); muradnagar",34
location,"['jhenaidah', 'ararpur', 'manikganj']",<panchagarh 1 model primary school>; <panchagarh>; panchagarh,24
location,['amirpur'],<mohammadpur>; dhaka; dhaka; mohammadpur,45
location,"['jointapur', 'shipa']",<haidari colony>; <chattogram>; chattogram; chattogram,21
location,"['lohagara', 'chattogram', 'rangamati']",<road of the salehpur bridge>; <savar>; dhaka; dhaka; savar,28
location,['nawabpur'],"<3rd floor of 12-storey girl's hostel of buet>; (dhaka,rangpur); (rangpur,dhaka); palash",33
location,"['takia', 'jhenidah', 'pabna']","<59, 5 miles (8 kilometers) northeast of victoria>",23
location,"['banani', 'karail', 'narayanganj']",dhaka; dhaka,33
location,"['jethua village', 'tala']","<malibagh rail gate area>; <dhaka>; dhaka; (bogura,dhaka); ruma",35
location,"['bazar', 'bacchu']",<dhaka>; dhaka; dhaka,34
location,"['purbo baliadi', 'munshiganj', 'agrabad', 'mirershorai', 'pahartoli']","<chattogram>; <chattogram-cox's bazar highway>; <lohagara>; chattogram; (chattogram,cox's bazar); (lohagara,chakaria,lohagara)",30
location,"['shariatpur', 'zajira']",<zirabo area>,57
location,"['subarnachar', 'daroga', 'sonapur', 'shukkur', 'purba', 'charwapada', 'charjabbar', '11:45am']","<chattogram>; (barishal,chattogram); (barishal,chattogram); mujibnagar",30
location,"['chaina', 'konagati']",<benapole port>,36
location,"['bijoynagar', 'brahmanbaria', 'birpasha']","<kadompur>; dhaka; (gazipur,dhaka); keraniganj",31
location,"['bagura', 'lalpur', 'manju', 'madhya palsa', 'gokul']","<rail crossing area of bariarhat fish market>; (chattogram,dhaka); (chattogram,dhaka)",29
location,['pukuria'],<sylhet>; <colony in sylhet city's pathantula>; sylhet; sylhet,27
location,[],<jashore>; < benapole-jashore highway>; <jashore>; jashore; jashore sadar,0
location,"['kaliganj', 'mehendiganj']",<dhaka>; < banani outlet of star kabab and restaurant>,30
location,"['shahjahanpur', 'sherpur']","<gopalganj>; <chandra dighalia>; (barishal,dhaka,khulna); (barishal,gopalganj,khulna,dhaka); (gopalganj sadar,mongla,dighalia)",26
location,"['bhuapur', 'rangpur']","<gazipur>; <level crossing at nalchata>; <kaliganj>; dhaka; (noakhali,gazipur,dhaka); (kaliganj,kaliganj,kaliganj,kaliganj)",27
location,"['lemua', 'opu', 'bikrampur', 'narayanganj', 'dulal', 'sakina', 'mirpur', 'asma', 'munna', 'tongi', 'dhaka']",<lakhimpur kheri district>; <lakhimpur kheri>,31
location,"['bhandaria', 'pirojpur']","<natore>; <abdulpur junction station>; <natore>; rajshahi; (natore,pabna,rajshahi); ishwardi",24
location,"['dhaka', 'thikana', 'munna']",<dhaka>; <near bsti of tejgaon industrial area>; <dhaka>; kushtia,38
location,[],<gazipur>; <dighodha village>; <gazipur>; gazipur; kapasia,0
location,"['madhukhali', 'bhanga', 'faridpur', 'magura', 'jashore', 'biswaroad', 'bangladesh']","< dhaka-chattogram highway>; <beltoli>; (chattogram,dhaka); (chattogram,cumilla,dhaka)",29
location,"['prottoy', 'manikganj', 'paturia']","<chattogram>; <dakshin sonapahar of zorargan>; (chattogram,dhaka); (chattogram,dhaka); mirsharai",29
location,"['shariatpur', 'panchagarh', 'gunai', 'boraigram', 'chattogram', 'patiaupazila', 'esha', 'bininihara', 'mirzapur', 'bottoil', 'bhadralia', 'joynal', 'kalkini', 'madaripur', 'katakhali', 'tentulia']","<narayanganj>; < near kanchpur bridge>; <narayanganj>; (chattogram,dhaka); (chattogram,dhaka)",36
location,"['gazipur', 'maona', 'sripur', 'pathaliapara', 'sylhet', 'ayesha', 'chattogram', 'jonarkhil village', 'satkania']","<dhaka-khulna highway in the dumdia area of gopalganj's sadar>; <dumdia>; (dhaka,khulna); (gopalganj,bagerhat,khulna,dhaka); (kashiani,rupsha)",18
location,"['trimohoni', 'belkuchi']","<rangpur>; <, near kharubhaj bridge in ikorchali hajipara area>; <ikorchali hajipara>; rangpur; (dinajpur,rangpur); taraganj",24
location,[],"< mahungupur village in uttar pradesh's barabanki district, some 30 kms from state capital lucknow>",0
location,"['kaliganj', 'gazipur', 'bhola']",<sylhet-jakiganj road in golapganj>; <golapganj>; sylhet; sylhet; golapganj,34
location,"['sylhet', 'jalalabad', 'bangladesh', 'atgaon']",<dhaka>; <hazaribag>,30
location,"['dhaka', 'rangpur', 'sylhet', 'pabna', 'rangur', 'shibaloy', 'bangail', 'naraikhali', 'chatmohor', 'bashundhara']","<gopalganj>; <gopalganj>; <gopalganj>; gopalganj; (durgapur,durgapur,gopalganj sadar,kotalipara)",23
location,"['dhaka', 'chattogram', 'jatrabari', 'belal hossain', 'gaptoli', 'kherupara', 'harirampur']","<nadhaka-barishal highway at rahmatpur>; <babuganj>; (barishal,dhaka); (barishal,dhaka); babuganj",32
location,['khulna'],<cox's bazar>; < ukhiya upazila of cox's bazar district>; cox's bazar,30
location,"['thakurdighi', 'mirsharai', 'kamrul']","<narayanganj>; <bandar>; <bandar>; dhaka; (narayanganj,netrokona,dhaka); (madan,purbadhala,bandar)",29
location,"['jhenaidah', 'jhenidah', 'chandpur', 'chutlia', 'hajiganj', 'jamal hossain', 'mezherpara']","<tangail>; < tangail-mymensingh highway>; <ghatail>; mymensingh; (tangail,mymensingh); ghatail",31
location,"['gangrai', 'chauddagram', 'chouddagram']",<cairo>; <highway in upper egypt's province of minya>,15
location,"['dhaka', 'chandpur', 'magura', 'teknaf', 'khutakhali', 'ichakha', 'laxmikandi', 'kanchanpur', 'sohagh mollah', 'chhaniarpara']",<cairo>; <desert road of sohag province in southern egypt>,28
location,"['boithakhal', 'jaintapur', 'fulbari']",<new delhi>; <tral indian state of madhya pradesh>,32
location,[sadar upazila],"<chattogram>; <dhaka-chattogram highway>; <mirsharai>; (chattogram,dhaka); (chattogram,dhaka); mirsharai",33
location,[kahalu upazila],"<brahmanbaria>; <dhaka-sylhet highway in bijoynagar>; <bijoynagar>; (dhaka,sylhet); (brahmanbaria,sylhet,dhaka); (islampur,bijoynagar)",38
location,"['narayanganj', 'bacchu', 'chattogram', 'panchagarh']","<(bagatiprara,boraigram)>; rajshahi; (natore,rajshahi); (bagatipara,puthia)",38
location,['shariatpur'],"<dhaka>; <chittagong highway>; <jatrabari>; dhaka; (cumilla,dhaka); daudkandi",29
location,[],<dhaka>; < dhaka's mirpur beribadh>; dhaka; dhaka; mirpur,0
location,"['dhaka', 'rubel']",< ksrm steel mill in chattogram sitakunda>; <sitakunda>; chattogram; chattogram; sitakunda,28
location,"['sokhipur', 'debhata']","<dhaka>; < asad gate area of mohammadpur>; gopalganj; (mirpur,mohammadpur)",35
location,"['syednagar', 'shibpur']","<(begumganj intersection,begumganj eye hospital on the feni-laxmipur regional highway)>; (feni,noakhali); begumganj",29
location,"['gopalpur', 'begumganj']",<bagra bazar area on chandpur-raypur highway>; <bagra bazar>; chandpur; chandpur sadar,32
location,"['ghasiadia', 'shibpur', 'ena paribahan']","<sylhet>; <sylhet-bholaganj highway>; <companiganj>; sylhet; (bhola,sylhet); (companiganj,companiganj)",22
location,['sreepur of gazipur'],"< dhaka-chattogram highway>; (chattogram,dhaka); (chattogram,cumilla,dhaka); (chandina,daudkandi,sonargaon)",24
location,['barishal'],<dhaka>; <dhaka>,25
location,"['chouddagram', 'narayanpur', 'masum', 'nilphamari']","<bagerhat>; <palerhat area  khulna-mawa highway>; <palerhat>; (dhaka,khulna); (khulna,dhaka); (fakirhat,mollahat)",21
location,"['faridpur', 'gazaria', 'nagarkanda', 'dhaka', 'narail']",<munshiganj>; <mawa point>; munshiganj; tungipara,37
location,"['chatipara', 'shialkol', 'bhuapur', 'narandia', 'kalihati', 'uttara']","<gazipur>; <dhaka-tangail highway>; <gazipur>; dhaka; (gazipur,tangail,dhaka); (kaliakair,kalia)",41
location,['karmuhuri'],"<brahmanbaria>; dhaka; (brahmanbaria,noakhali,dhaka); (akhaura,titas)",38
location,"['cumilla', 'narayanpur', 'chouddagram', 'nilphamari', 'jaldhaka']","<dhaka>; <kagdi in maheshpur union>; rajshahi; (gopalganj,rajshahi); (kashiani,tungipara,maheshpur)",22
location,"['khilbaisa', 'mirzapur village']",<cairo>; <desert road of minya province in southern egypt>; <cairo>,26
location,"['barishal city', 'bangladesh']",<sumirpor area of pali district>; <sumirpor>,25
location,['baraigram'],"<dhaka>; <(uttara's jasimuddin road,na,close to hazrat shahjalal international airport)>; dhaka; (gazipur,bagerhat,sirajganj,dhaka)",31
location,"['dinajpur', 'shibkuri', 'amtoli', 'us']",<oruro-potosi highway in southwest bolivia>,35
location,"['magura', 'kalishankorpur', 'shankarpurpur']",<balbalan town in kalinga province>,29
location,"['pabna', 'neutigachha', 'faridpur', 'bhangura', 'rajshahi', 'gopalhati fakirparadhalan', 'dhananjoypara', 'alamdanga', 'chudanga', 'zahanur', 'kandanpur', 'monirampur']","thakurgaon; (pirganj,haripur,pirganj)",41
location,"['romana', 'ayesha', 'salanga', 'dhaka', 'shibganj', 'bagura', 'jashore', 'pabna', 'barsha']","<satkhira-kaliganj road>; satkhira; (kaliganj,kaliganj,kaliganj,debhata,kaliganj)",36
location,"['shatshi village', 'chattogram', 'chader hat', 'bangladesh', 'thakurgaon']","(chattogram,dhaka); (chattogram,dhaka); keraniganj",45
location,"['amjuan', 'sabur', 'jahangir']",<village of mbuba>,28
location,"['sholohati', 'rafia']",<komolaghat bandar in mirkadam municipality>; munshiganj; bandar,36
location,"[laksham upazila, chandina upazila, manoharganj upazila]",<apple barrel country store in schoharie>,34
location,"['utkura', 'kaliaganj', 'gariagach village', 'mominpara village', 'gariagach', 'tetulia', 'panchagarh']","<shop zakaria>; (jamalpur,bogura)",33
location,"['sitakundu', 'kumira']","<khulna-mongla highway>; <rampal>; (dhaka,khulna); (bagerhat,khulna,dhaka); (mongla,rampal)",30
location,"['tongibari', 'munshiganj', 'jisan']","<dhaka-chattogram highway>; (chattogram,dhaka); (chattogram,cumilla,lakshmipur,dhaka); chandina",31
location,"['motijheel', 'netrakona', 'dinajpur', 'walton', 'sutrapur', 'tejgaon', 'pratap', 'thakurgon']","<dhaka-rajshahi highway at senbhag>; <puthia>; (dhaka,rajshahi); (tangail,rajshahi,dhaka); (puthia,madhupur)",23
location,[],<bangladesh bank building in dhaka's motijheel>; dhaka; dhaka,0
location,['munshiganj'],<chuadanga>; <near karpasdanga bazar of chuadanga's damurhuda>; <damurhuda>; chuadanga; damurhuda,36
location,"['rupnagar', 'belal hossain']","<haldoba area of sadar upazila>; <haldoba>; dhaka; (gazipur,munshiganj,sirajganj,dhaka)",34
location,[betagi upazila],<pond in city's khilgaon>; <dhaka>; dhaka; dhaka,31
location,"['pirojpur', 'morgue', 'brahmanbaria']",<mountain road in the mexican state of veracruz>; <veracruz>,29
location,['narail'],<madhumati river at haridaspur>; <haridaspur>; gopalganj,30
location,"['shahbagh', 'mehedi']","<natore>; <walia village>; <lalpur>; rajshahi; (natore,rajshahi); lalpur",27
location,['jatrabari'],"<degari area near the provincial capital, quetta>",23
location,"[sadar upazila, dhigholkandi in sadar upazila, sadar upazila, gujrupbaria in sadar upazila]","<bazarcox's>; <deep sea>; (bhola,cox's bazar); cox's bazar sadar",25
location,['rangunia'],<bhola>; <bay of bengal>; bhola; char fasson,30
location,"['ratil', 'kashiani', 'dhankora', 'rakib']",<sylhet>; <dholai river>; <companiganj>,30
location,"['ishwardi', 'rajshahi', 'govt']","<gazipur>; <dakshin khan>; dhaka; (gazipur,netrokona,dhaka)",28
location,['katiadi'],<chandpur>; <pond tetuiyya village>; chandpur,22
location,"['faridpur', 'nagarkanda', 'khulna', 'chattogram']",<dhaka>,29
location,"['haldoba', 'laxmipur', 'gozaria', 'munshiganj district', 'leguna']","<cumilla>; < sreemoddi and gowarivanga villages>; <homna>; dhaka; (cumilla,dhaka); homna",35
location,"['mirshwarai', 'shahina', 'dhaka']",<buenos aires>; <northern argentina>,33
location,['bangladesh'],"<dhaka>; <natun bazar>; dhaka; (jamalpur,dhaka); islampur",36
location,['tentulia'],<moscow>; <town of nizhneangarsk>,26
location,"['fahima', 'baraigram', 'kalikapur']",<srinagar>; <near southern shopian town.>,23
location,"['cumilla', 'chattogram']","<moulvibazar>; <baramchal railway station>; (chattogram,dhaka,sylhet); (chattogram,moulvibazar,sylhet,dhaka); kulaura",48
location,"['bonpara', 'boraigram', 'kalikapur']",<savar>; < majidpur in savar municipality>; <savar>; savar,27
location,"['rajendrapur', 'south keraniganj', 'hasara']",<dhaka>; dhaka; dhaka,31
location,"['munshiganj', 'lalmonirhat', 'khulna', 'chuknagar', 'meghla', 'islampur']","<gazipur>; <bagher bazar>; mymensingh; (gazipur,mymensingh); dhobaura",39
location,"['naogaon', 'gazipur', 'jhenaidah', 'chandona', 'patnitalaupazila', 'patnitala', 'kashipur', 'kurigramupazila', 'sadarupazila']","<naogaon>; <jamuna river>; rajshahi; (naogaon,rajshahi)",35
location,[],<netrokona>; < canal at chanpur village of mohanganj>; <mohanganj>; netrokona; mohanganj,0
location,"['gazipur', 'mahfuz']","<cumilla>; dhaka; (cumilla,feni,dhaka)",26
location,['gulshan'],"<habiganj>; <dhaka-sylhet rail>; <habiganj>; (dhaka,sylhet); (habiganj,sylhet,dhaka); (akhaura,sreemangal)",27
location,"[sadar upazila, jashore sadar upazila]",<cox's bazar>; <bakkhali river>; <ramu>; cox's bazar; ramu,36
location,['chadpur'],"<gazipur>; <ground floor of eva sweater factory>; chattogram; (chattogram,gazipur,satkhira); kalaroa",36
location,['munshiganj'],<chandpur>; <laxmipur village in matlab dakkhin>; <matlab dakkhin>; chandpur,29
location,['boliarpur'],"<dhaka>; <(datmondol village, habiganj, guzakhair village)>; <nasirnagar>; dhaka; (brahmanbaria,habiganj,dhaka); (nasirnagar,madhabpur,nabiganj)",31
location,['narayanganj'],"<kushtia>; <amdaha village in daulatpur upazila>; <daulatpur>; kushtia; (daulatpur,daulatpur)",27
location,"['durgapur', 'yasin', 'netrokona', 'kalapara', 'santipur', 'shalihar', 'madrasa', 'bijoypur', 'gouripur']",<chattogram>; <karnaphuli river>; <chattogram>; chattogram; chattogram; karnaphuli,30
location,"['illasha', 'bhola', 'gulshan', 'nadia', 'vatara']","<gazipur>; <islampur>; <islampur>; (patuakhali,gazipur); (islampur,bauphal)",24
location,"['himchari', 'khilgaon']","<sherpur>; <sherpur>; <sherpur>; (jamalpur,sherpur); sherpur",17
location,"['kalikapur', 'kotna', 'fatehabad']",<benapole>; <lotadighi village>; <lotadighi village>; jashore,23
location,"['jahangir', 'mohakhali', 'ashkona', 'dhaka']",<dubai>; <southeast of the airport in mushrif park near the city-state's water reservoirs>,29
location,['chattogram'],<chandpur>; <pond at rudragaon in faridganj>; <faridganj>; chandpur; faridganj,29
location,"['pabna', 'barsha', 'sayedabad', 'sadarupazila']","<dhaka>; <mediterranean sea>; dhaka; (noakhali,madaripur,shariatpur,dhaka); naria",33
location,"['hatia', 'kalihati']",<cox's bazar>; <khaliapara>; <cox's bazar>; cox's bazar,29
location,"['mahbub', 'hajiganj', 'chandpur']",<pakistan>; <southwest pakistan>; <southwest pakistan>,31
location,"['companiganj', 'burideao village', 'motin']",<new delhi>; <lakkhipur in the english bazar area of the state's malda district>,32
location,"['rajoir', 'notakhola', 'koidabari', 'khagdi', 'tanjila']",<bhati langarpara charband of shribardi>; sherpur; sherpur,21
location,"['bijoynagar', 'brahmanbaria', 'islampur']",<new delhi>; <sainj valley in the northern indian hilly state's kullu district>,24
location,['west rabishur'],"<dinajpur>; <near m abdur rahim medical college in dinajpur>; <dinajpur>; (bhola,dinajpur); bholahat",29
location,"['burichang', 'cumilla', 'tutbagan']","<ankara>; <ankara, dec 13 (ap/unb) ‚äî a high-speed train hit a railway engine and crashed into a pedestrian overpass at a station in the turkish capital ankara on thursday, killing nine people and injuring 47 others, officials said.    the 6:30 a.m. (0330 gmt) train from ankara to the central turkish city of konya collided head-on with the engine, which was checking the tracks at the capital's small marsandiz station, transport minister mehmet cahit turhan told reporters after inspecting the site. the high-speed train transits that station without stopping.  at least two cars derailed, hitting the station's overpass which then collapsed onto the train.  three engine drivers and six passengers were killed in the crash, turhan said. one of the passengers died of injuries after being hospitalized while others were killed at the scene.  television footage showed emergency services working to rescue passengers from wrangled cars and debris. hurriyet newspaper said sniffer dogs assisted efforts to find survivors.  turhan said everyone had been removed from the debris and no one else was believed to be trapped.  it wasn't immediately clear if a signaling problem caused the crash. ankara gov. vasip sahin said a technical inspection has begun while ntv television, quoting unnamed officials, said three prosecutors were assigned to investigate.  in july, 10 people were killed and more than 70 injured when most of a passenger train derailed in northwestern turkey, after torrential rains caused part of the rail tracks to collapse. last month, 15 people were injured when a passenger train collided with a freight train in turkey's central province of sivas.  konya, about 260 kilometers (160 miles) south of ankara, is home to the tomb of the sufi mystic and poet jalaladdin rumi, attracting thousands of pilgrims and tourists. the crash occurred during an annual week of remembrance for rumi when many travel to konya to watch whirling dervishes perform.>",28
